Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
TXN_4858908,Cake,6.0,3.0,6.0,Cash,In-store,2023-02-11,2023-02
TXN_5172164,Tea,4.5,1.5,4.5,Digital Wallet,In-store,2023-09-13,2023-09
TXN_3373078,Smoothie,16.0,4.0,16.0,Digital Wallet,In-store,2023-12-01,2023-12
TXN_7701878,Smoothie,16.0,4.0,16.0,Credit Card,In-store,2023-08-11,2023-08
TXN_2931198,Cake,6.0,3.0,6.0,Credit Card,In-store,2023-04-21,2023-04
TXN_3182547,Juice,9.0,3.0,9.0,Digital Wallet,Takeaway,2023-07-28,2023-07
TXN_6980463,Salad,5.0,5.0,5.0,Digital Wallet,In-store,2023-09-03,2023-09
TXN_4310629,Cake,9.0,3.0,9.0,Credit Card,Takeaway,2023-10-02,2023-10
TXN_3781198,Cake,9.0,3.0,9.0,Digital Wallet,In-store,2023-11-04,2023-11
TXN_5525916,Coffee,4.0,2.0,4.0,Cash,Takeaway,2023-03-02,2023-03
TXN_4297979,Coffee,2.0,2.0,2.0,Digital Wallet,In-store,2023-08-14,2023-08
TXN_1686323,Smoothie,16.0,4.0,16.0,Digital Wallet,In-store,2023-11-30,2023-11
TXN_6225571,Smoothie,8.0,4.0,8.0,Credit Card,Takeaway,2023-09-13,2023-09
TXN_8117583,Salad,5.0,5.0,5.0,Cash,In-store,2023-02-25,2023-02
TXN_3483911,Salad,5.0,5.0,5.0,Digital Wallet,Takeaway,2023-07-10,2023-07
TXN_4417257,Salad,25.0,5.0,25.0,Digital Wallet,Takeaway,2023-05-06,2023-05
TXN_2871592,Cookie,4.0,1.0,4.0,Cash,In-store,2023-08-07,2023-08
TXN_8283199,Juice,9.0,3.0,9.0,Digital Wallet,Takeaway,2023-01-23,2023-01
TXN_7029944,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-04-17,2023-04
TXN_3075169,Sandwich,8.0,4.0,8.0,Credit Card,In-store,2023-06-25,2023-06
TXN_9791421,Sandwich,4.0,4.0,4.0,Cash,Takeaway,2023-07-15,2023-07
TXN_7359566,Coffee,2.0,2.0,2.0,Cash,In-store,2023-04-06,2023-04
TXN_4813580,Sandwich,12.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-15,2023-04
TXN_4583957,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-10-08,2023-10
TXN_8847610,Juice,9.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-06,2023-12
TXN_9817102,Coffee,6.0,2.0,6.0,Credit Card,In-store,2023-02-22,2023-02
TXN_5811955,Salad,10.0,5.0,10.0,Credit Card,Takeaway,2023-06-29,2023-06
TXN_3039985,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-04-08,2023-04
TXN_1193221,Tea,4.5,1.5,4.5,Credit Card,In-store,2023-10-21,2023-10
TXN_5749454,Juice,12.0,3.0,12.0,Digital Wallet,Takeaway,2023-12-04,2023-12
TXN_6699408,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-12-22,2023-12
TXN_6400351,Juice,6.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-11,2023-08
TXN_7343062,Sandwich,20.0,4.0,20.0,Digital Wallet,In-store,2023-08-11,2023-08
TXN_2535099,Sandwich,20.0,4.0,20.0,Credit Card,In-store,2023-02-10,2023-02
TXN_2951148,Sandwich,16.0,4.0,16.0,Cash,In-store,2023-02-21,2023-02
TXN_1294101,Tea,7.5,1.5,7.5,Digital Wallet,Takeaway,2023-03-31,2023-03
TXN_4336247,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-03,2023-03
TXN_1356599,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-14,2023-12
TXN_4568452,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-01-14,2023-01
TXN_5036856,Coffee,10.0,2.0,10.0,Cash,In-store,2023-03-27,2023-03
TXN_8043218,Salad,10.0,5.0,10.0,Cash,In-store,2023-10-23,2023-10
TXN_4026277,Tea,4.5,1.5,4.5,Digital Wallet,In-store,2023-08-27,2023-08
TXN_4991731,Tea,1.5,1.5,1.5,Digital Wallet,Takeaway,2023-11-07,2023-11
TXN_9918597,Smoothie,16.0,4.0,16.0,Digital Wallet,In-store,2023-10-17,2023-10
TXN_3460926,Juice,9.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-25,2023-03
TXN_8872997,Sandwich,16.0,4.0,16.0,Credit Card,In-store,2023-01-31,2023-01
TXN_9089797,Coffee,2.0,2.0,2.0,Credit Card,Takeaway,2023-09-19,2023-09
TXN_8978004,Coffee,4.0,2.0,4.0,Digital Wallet,In-store,2023-04-01,2023-04
TXN_9679889,Sandwich,12.0,4.0,12.0,Credit Card,In-store,2023-06-18,2023-06
TXN_4077799,Cake,12.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-12,2023-08
TXN_2084080,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-22,2023-09
TXN_8046057,Coffee,2.0,2.0,2.0,Credit Card,In-store,2023-11-24,2023-11
TXN_3752448,Cake,15.0,3.0,15.0,Digital Wallet,Takeaway,2023-05-16,2023-05
TXN_3847405,Sandwich,4.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-15,2023-06
TXN_5103644,Cake,12.0,3.0,12.0,Credit Card,Takeaway,2023-04-17,2023-04
TXN_8925566,Tea,3.0,1.5,3.0,Digital Wallet,In-store,2023-08-07,2023-08
TXN_1679800,Smoothie,16.0,4.0,16.0,Cash,In-store,2023-10-17,2023-10
TXN_3785678,Tea,1.5,1.5,1.5,Credit Card,Takeaway,2023-03-13,2023-03
TXN_2289122,Smoothie,16.0,4.0,16.0,Cash,In-store,2023-08-20,2023-08
TXN_2988434,Juice,3.0,3.0,3.0,Digital Wallet,In-store,2023-12-09,2023-12
TXN_7327362,Coffee,10.0,2.0,10.0,Credit Card,In-store,2023-06-29,2023-06
TXN_6000890,Coffee,6.0,2.0,6.0,Digital Wallet,In-store,2023-01-06,2023-01
TXN_7420434,Coffee,8.0,2.0,8.0,Credit Card,Takeaway,2023-07-16,2023-07
TXN_1556046,Sandwich,16.0,4.0,16.0,Credit Card,Takeaway,2023-04-09,2023-04
TXN_7129511,Coffee,10.0,2.0,10.0,Cash,Takeaway,2023-10-29,2023-10
TXN_6324434,Coffee,8.0,2.0,8.0,Cash,Takeaway,2023-12-04,2023-12
TXN_6455325,Juice,12.0,3.0,12.0,Credit Card,In-store,2023-01-05,2023-01
TXN_6682253,Tea,7.5,1.5,7.5,Cash,In-store,2023-02-17,2023-02
TXN_7819240,Smoothie,20.0,4.0,20.0,Cash,In-store,2023-03-06,2023-03
TXN_4451380,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-07-10,2023-07
TXN_3706167,Sandwich,20.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-02,2023-10
TXN_7414587,Tea,4.5,1.5,4.5,Cash,Takeaway,2023-03-22,2023-03
TXN_4315166,Sandwich,8.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-10,2023-06
TXN_2503128,Cake,3.0,3.0,3.0,Cash,In-store,2023-01-12,2023-01
TXN_5726114,Smoothie,12.0,4.0,12.0,Digital Wallet,Takeaway,2023-07-14,2023-07
TXN_7480940,Coffee,4.0,2.0,4.0,Cash,In-store,2023-01-25,2023-01
TXN_5036614,Smoothie,16.0,4.0,16.0,Digital Wallet,In-store,2023-10-10,2023-10
TXN_1417291,Juice,12.0,3.0,12.0,Digital Wallet,In-store,2023-05-11,2023-05
TXN_1231531,Coffee,10.0,2.0,10.0,Digital Wallet,In-store,2023-07-24,2023-07
TXN_8754977,Sandwich,12.0,4.0,12.0,Digital Wallet,In-store,2023-10-24,2023-10
TXN_2052060,Sandwich,12.0,4.0,12.0,Cash,Takeaway,2023-11-07,2023-11
TXN_9576454,Juice,3.0,3.0,3.0,Credit Card,In-store,2023-09-23,2023-09
TXN_7907259,Cake,3.0,3.0,3.0,Digital Wallet,Takeaway,2023-10-19,2023-10
TXN_6021173,Juice,15.0,3.0,15.0,Cash,Takeaway,2023-12-16,2023-12
TXN_6272473,Coffee,8.0,2.0,8.0,Cash,Takeaway,2023-03-06,2023-03
TXN_5243032,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-08-24,2023-08
TXN_7680197,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-09-23,2023-09
TXN_8773639,Coffee,6.0,2.0,6.0,Digital Wallet,Takeaway,2023-02-20,2023-02
TXN_5960979,Coffee,10.0,2.0,10.0,Digital Wallet,In-store,2023-05-03,2023-05
TXN_7894534,Tea,4.5,1.5,4.5,Credit Card,In-store,2023-03-16,2023-03
TXN_5720183,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-05-30,2023-05
TXN_6382322,Tea,4.5,1.5,4.5,Digital Wallet,In-store,2023-12-14,2023-12
TXN_7728415,Tea,7.5,1.5,7.5,Credit Card,In-store,2023-12-28,2023-12
TXN_5285171,Sandwich,20.0,4.0,20.0,Cash,Takeaway,2023-12-11,2023-12
TXN_2999220,Smoothie,16.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-23,2023-02
TXN_6680963,Sandwich,8.0,4.0,8.0,Credit Card,Takeaway,2023-08-01,2023-08
TXN_2308317,Coffee,4.0,2.0,4.0,Digital Wallet,Takeaway,2023-11-13,2023-11
TXN_2276722,Salad,10.0,5.0,10.0,Cash,Takeaway,2023-12-21,2023-12
TXN_2519044,Salad,25.0,5.0,25.0,Digital Wallet,Takeaway,2023-05-20,2023-05
TXN_2851147,Salad,10.0,5.0,10.0,Digital Wallet,In-store,2023-06-24,2023-06
TXN_5220523,Juice,9.0,3.0,9.0,Cash,Takeaway,2023-01-30,2023-01
TXN_5934526,Coffee,10.0,2.0,10.0,Credit Card,In-store,2023-05-27,2023-05
TXN_8935939,Tea,4.5,1.5,4.5,Digital Wallet,Takeaway,2023-03-27,2023-03
TXN_1781777,Salad,15.0,5.0,15.0,Credit Card,Takeaway,2023-10-26,2023-10
TXN_1707251,Sandwich,8.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-06,2023-10
TXN_5747859,Cake,3.0,3.0,3.0,Credit Card,Takeaway,2023-03-13,2023-03
TXN_7471753,Smoothie,20.0,4.0,20.0,Cash,In-store,2023-03-13,2023-03
TXN_3884527,Sandwich,4.0,4.0,4.0,Digital Wallet,In-store,2023-06-06,2023-06
TXN_9072517,Smoothie,8.0,4.0,8.0,Credit Card,Takeaway,2023-01-09,2023-01
TXN_4378200,Tea,7.5,1.5,7.5,Credit Card,In-store,2023-09-04,2023-09
TXN_3918998,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-12-18,2023-12
TXN_3875049,Tea,3.0,1.5,3.0,Digital Wallet,Takeaway,2023-09-15,2023-09
TXN_5400266,Tea,4.5,1.5,4.5,Digital Wallet,Takeaway,2023-06-14,2023-06
TXN_2402978,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-21,2023-01
TXN_1148874,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-18,2023-09
TXN_7732813,Tea,3.0,1.5,3.0,Credit Card,Takeaway,2023-07-16,2023-07
TXN_6718205,Smoothie,8.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-30,2023-06
TXN_6899576,Salad,10.0,5.0,10.0,Digital Wallet,Takeaway,2023-10-26,2023-10
TXN_1072232,Sandwich,4.0,4.0,4.0,Digital Wallet,In-store,2023-01-07,2023-01
TXN_7139053,Salad,20.0,5.0,20.0,Digital Wallet,Takeaway,2023-09-12,2023-09
TXN_4385240,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-10,2023-02
TXN_6806024,Juice,6.0,3.0,6.0,Credit Card,In-store,2023-04-14,2023-04
TXN_5743619,Salad,25.0,5.0,25.0,Digital Wallet,Takeaway,2023-11-07,2023-11
TXN_8211146,Sandwich,20.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-30,2023-04
TXN_9943917,Sandwich,12.0,4.0,12.0,Credit Card,In-store,2023-01-16,2023-01
TXN_5852244,Cake,6.0,3.0,6.0,Credit Card,Takeaway,2023-10-15,2023-10
TXN_3995266,Sandwich,4.0,4.0,4.0,Credit Card,In-store,2023-04-21,2023-04
TXN_3263746,Coffee,2.0,2.0,2.0,Cash,Takeaway,2023-11-14,2023-11
TXN_7430227,Cake,9.0,3.0,9.0,Cash,In-store,2023-07-24,2023-07
TXN_8700466,Coffee,8.0,2.0,8.0,Digital Wallet,In-store,2023-04-29,2023-04
TXN_2190325,Sandwich,16.0,4.0,16.0,Credit Card,In-store,2023-03-10,2023-03
TXN_5677869,Juice,15.0,3.0,15.0,Cash,In-store,2023-11-19,2023-11
TXN_3436462,Salad,10.0,5.0,10.0,Credit Card,In-store,2023-06-29,2023-06
TXN_7388752,Salad,5.0,5.0,5.0,Credit Card,Takeaway,2023-08-28,2023-08
TXN_9720012,Smoothie,20.0,4.0,20.0,Cash,In-store,2023-09-25,2023-09
TXN_7605154,Juice,15.0,3.0,15.0,Cash,In-store,2023-09-09,2023-09
TXN_4325648,Juice,9.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-04,2023-05
TXN_7151374,Tea,6.0,1.5,6.0,Credit Card,In-store,2023-07-30,2023-07
TXN_6496506,Juice,3.0,3.0,3.0,Digital Wallet,In-store,2023-01-11,2023-01
TXN_2695546,Tea,1.5,1.5,1.5,Credit Card,Takeaway,2023-08-26,2023-08
TXN_3222677,Sandwich,4.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-16,2023-12
TXN_9942517,Coffee,8.0,2.0,8.0,Digital Wallet,In-store,2023-04-29,2023-04
TXN_8735418,Coffee,10.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-03,2023-03
TXN_6347670,Tea,3.0,1.5,3.0,Digital Wallet,In-store,2023-06-24,2023-06
TXN_8848847,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-08-15,2023-08
TXN_4413776,Coffee,10.0,2.0,10.0,Cash,Takeaway,2023-07-21,2023-07
TXN_9382596,Smoothie,20.0,4.0,20.0,Credit Card,Takeaway,2023-11-18,2023-11
TXN_9480564,Cookie,4.0,1.0,4.0,Cash,In-store,2023-06-12,2023-06
TXN_8301190,Coffee,2.0,2.0,2.0,Cash,Takeaway,2023-04-01,2023-04
TXN_2855149,Sandwich,8.0,4.0,8.0,Cash,In-store,2023-07-16,2023-07
TXN_5734442,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-10-01,2023-10
TXN_3644269,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-26,2023-09
TXN_4020100,Cookie,1.0,1.0,1.0,Cash,In-store,2023-08-09,2023-08
TXN_1643870,Salad,20.0,5.0,20.0,Digital Wallet,Takeaway,2023-10-07,2023-10
TXN_4734216,Salad,15.0,5.0,15.0,Digital Wallet,In-store,2023-11-30,2023-11
TXN_4060538,Cake,6.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-08,2023-09
TXN_1853983,Tea,1.5,1.5,1.5,Cash,In-store,2023-12-04,2023-12
TXN_1936915,Salad,15.0,5.0,15.0,Digital Wallet,In-store,2023-01-24,2023-01
TXN_2911864,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-03-21,2023-03
TXN_2336921,Juice,9.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-01,2023-05
TXN_6472656,Tea,4.5,1.5,4.5,Cash,Takeaway,2023-11-25,2023-11
TXN_3494191,Smoothie,8.0,4.0,8.0,Credit Card,In-store,2023-01-08,2023-01
TXN_6832697,Salad,15.0,5.0,15.0,Credit Card,Takeaway,2023-01-21,2023-01
TXN_2919225,Coffee,8.0,2.0,8.0,Credit Card,Takeaway,2023-02-14,2023-02
TXN_4937344,Sandwich,4.0,4.0,4.0,Credit Card,In-store,2023-02-12,2023-02
TXN_7448158,Cake,6.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-28,2023-09
TXN_2941227,Cookie,3.0,1.0,3.0,Cash,In-store,2023-08-29,2023-08
TXN_4475487,Smoothie,12.0,4.0,12.0,Cash,In-store,2023-06-01,2023-06
TXN_8876663,Salad,10.0,5.0,10.0,Digital Wallet,Takeaway,2023-03-23,2023-03
TXN_2352246,Smoothie,16.0,4.0,16.0,Credit Card,Takeaway,2023-06-20,2023-06
TXN_2656162,Coffee,2.0,2.0,2.0,Digital Wallet,In-store,2023-04-11,2023-04
TXN_9022617,Coffee,2.0,2.0,2.0,Credit Card,In-store,2023-01-23,2023-01
TXN_8522571,Juice,6.0,3.0,6.0,Credit Card,Takeaway,2023-09-19,2023-09
TXN_1894142,Sandwich,16.0,4.0,16.0,Cash,In-store,2023-09-13,2023-09
TXN_8885727,Tea,3.0,1.5,3.0,Cash,Takeaway,2023-10-05,2023-10
TXN_7374304,Tea,7.5,1.5,7.5,Digital Wallet,In-store,2023-05-10,2023-05
TXN_9447946,Smoothie,8.0,4.0,8.0,Credit Card,In-store,2023-10-21,2023-10
TXN_8223689,Salad,25.0,5.0,25.0,Digital Wallet,In-store,2023-09-08,2023-09
TXN_2221447,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-12-06,2023-12
TXN_8464222,Cake,12.0,3.0,12.0,Cash,In-store,2023-08-17,2023-08
TXN_6815753,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-10-27,2023-10
TXN_5269634,Cake,15.0,3.0,15.0,Digital Wallet,In-store,2023-04-07,2023-04
TXN_3043982,Sandwich,20.0,4.0,20.0,Cash,In-store,2023-01-10,2023-01
TXN_7254494,Coffee,10.0,2.0,10.0,Credit Card,Takeaway,2023-03-16,2023-03
TXN_6164035,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-03-30,2023-03
TXN_5671075,Tea,7.5,1.5,7.5,Cash,In-store,2023-12-25,2023-12
TXN_4856575,Salad,15.0,5.0,15.0,Digital Wallet,In-store,2023-09-10,2023-09
TXN_8512136,Juice,3.0,3.0,3.0,Cash,Takeaway,2023-08-26,2023-08
TXN_3129441,Juice,9.0,3.0,9.0,Credit Card,In-store,2023-05-31,2023-05
TXN_3472707,Sandwich,8.0,4.0,8.0,Cash,Takeaway,2023-03-26,2023-03
TXN_1173155,Coffee,2.0,2.0,2.0,Cash,In-store,2023-03-14,2023-03
TXN_3639760,Cake,15.0,3.0,15.0,Credit Card,Takeaway,2023-01-29,2023-01
TXN_5061028,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-05-17,2023-05
TXN_6897608,Coffee,4.0,2.0,4.0,Credit Card,Takeaway,2023-06-28,2023-06
TXN_3434549,Sandwich,20.0,4.0,20.0,Credit Card,Takeaway,2023-05-25,2023-05
TXN_3467985,Sandwich,12.0,4.0,12.0,Cash,Takeaway,2023-12-10,2023-12
TXN_3526095,Sandwich,12.0,4.0,12.0,Cash,Takeaway,2023-08-30,2023-08
TXN_8316915,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-30,2023-05
TXN_4876685,Tea,1.5,1.5,1.5,Digital Wallet,Takeaway,2023-07-14,2023-07
TXN_7505290,Salad,20.0,5.0,20.0,Digital Wallet,Takeaway,2023-10-21,2023-10
TXN_9626624,Smoothie,12.0,4.0,12.0,Cash,In-store,2023-10-10,2023-10
TXN_9399452,Cake,12.0,3.0,12.0,Credit Card,In-store,2023-12-03,2023-12
TXN_1934166,Sandwich,20.0,4.0,20.0,Cash,In-store,2023-03-06,2023-03
TXN_5594695,Cake,9.0,3.0,9.0,Credit Card,In-store,2023-01-18,2023-01
TXN_8379868,Cake,9.0,3.0,9.0,Cash,In-store,2023-01-16,2023-01
TXN_5299440,Juice,6.0,3.0,6.0,Credit Card,In-store,2023-10-21,2023-10
TXN_3919225,Cake,6.0,3.0,6.0,Cash,In-store,2023-03-26,2023-03
TXN_3868402,Coffee,6.0,2.0,6.0,Cash,In-store,2023-01-21,2023-01
TXN_4624591,Salad,10.0,5.0,10.0,Credit Card,In-store,2023-08-03,2023-08
TXN_6456008,Salad,25.0,5.0,25.0,Credit Card,In-store,2023-03-26,2023-03
TXN_6235329,Salad,10.0,5.0,10.0,Digital Wallet,In-store,2023-10-11,2023-10
TXN_8536578,Cake,15.0,3.0,15.0,Digital Wallet,In-store,2023-11-11,2023-11
TXN_2156128,Sandwich,4.0,4.0,4.0,Digital Wallet,In-store,2023-07-21,2023-07
TXN_9188172,Juice,9.0,3.0,9.0,Digital Wallet,In-store,2023-08-27,2023-08
TXN_4788748,Sandwich,16.0,4.0,16.0,Credit Card,In-store,2023-04-30,2023-04
TXN_2534831,Tea,7.5,1.5,7.5,Cash,Takeaway,2023-08-19,2023-08
TXN_5962196,Smoothie,8.0,4.0,8.0,Cash,Takeaway,2023-11-29,2023-11
TXN_4342098,Smoothie,16.0,4.0,16.0,Cash,In-store,2023-05-24,2023-05
TXN_3651743,Cake,15.0,3.0,15.0,Cash,In-store,2023-04-24,2023-04
TXN_4411007,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-17,2023-05
TXN_6026451,Juice,6.0,3.0,6.0,Cash,In-store,2023-11-06,2023-11
TXN_5093312,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-12,2023-08
TXN_6685570,Tea,1.5,1.5,1.5,Credit Card,In-store,2023-03-14,2023-03
TXN_2355099,Salad,25.0,5.0,25.0,Cash,Takeaway,2023-03-18,2023-03
TXN_7332192,Coffee,2.0,2.0,2.0,Credit Card,Takeaway,2023-11-17,2023-11
TXN_6225305,Cake,3.0,3.0,3.0,Cash,Takeaway,2023-05-05,2023-05
TXN_7606965,Juice,15.0,3.0,15.0,Digital Wallet,In-store,2023-12-08,2023-12
TXN_2238287,Salad,15.0,5.0,15.0,Digital Wallet,In-store,2023-05-22,2023-05
TXN_9667721,Tea,7.5,1.5,7.5,Credit Card,Takeaway,2023-04-29,2023-04
TXN_6317991,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-03-03,2023-03
TXN_7866723,Sandwich,8.0,4.0,8.0,Credit Card,In-store,2023-03-26,2023-03
TXN_2638434,Juice,15.0,3.0,15.0,Credit Card,In-store,2023-09-18,2023-09
TXN_5452210,Tea,7.5,1.5,7.5,Digital Wallet,In-store,2023-04-17,2023-04
TXN_5337566,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-08,2023-03
TXN_3341779,Tea,4.5,1.5,4.5,Cash,Takeaway,2023-07-30,2023-07
TXN_9987017,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-14,2023-03
TXN_6533576,Salad,25.0,5.0,25.0,Cash,In-store,2023-08-14,2023-08
TXN_5229351,Coffee,6.0,2.0,6.0,Digital Wallet,Takeaway,2023-08-14,2023-08
TXN_5318263,Smoothie,4.0,4.0,4.0,Credit Card,Takeaway,2023-06-12,2023-06
TXN_8866088,Tea,6.0,1.5,6.0,Digital Wallet,Takeaway,2023-07-11,2023-07
TXN_7434172,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-14,2023-11
TXN_6289180,Juice,3.0,3.0,3.0,Cash,In-store,2023-03-14,2023-03
TXN_3974663,Juice,9.0,3.0,9.0,Cash,Takeaway,2023-10-02,2023-10
TXN_7601706,Juice,6.0,3.0,6.0,Credit Card,In-store,2023-11-15,2023-11
TXN_1815061,Cake,9.0,3.0,9.0,Digital Wallet,In-store,2023-01-20,2023-01
TXN_9522690,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-07-23,2023-07
TXN_2858635,Sandwich,4.0,4.0,4.0,Digital Wallet,In-store,2023-09-28,2023-09
TXN_7136372,Juice,9.0,3.0,9.0,Credit Card,Takeaway,2023-09-22,2023-09
TXN_5790695,Tea,7.5,1.5,7.5,Credit Card,Takeaway,2023-04-24,2023-04
TXN_3277936,Tea,3.0,1.5,3.0,Digital Wallet,Takeaway,2023-06-21,2023-06
TXN_1522176,Smoothie,4.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-29,2023-04
TXN_5968705,Sandwich,12.0,4.0,12.0,Credit Card,Takeaway,2023-12-16,2023-12
TXN_7749759,Tea,1.5,1.5,1.5,Digital Wallet,In-store,2023-12-26,2023-12
TXN_5303464,Juice,12.0,3.0,12.0,Cash,Takeaway,2023-10-26,2023-10
TXN_5324330,Salad,15.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-20,2023-11
TXN_5862289,Juice,12.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-05,2023-01
TXN_9699948,Coffee,10.0,2.0,10.0,Cash,In-store,2023-04-18,2023-04
TXN_8187087,Coffee,6.0,2.0,6.0,Digital Wallet,Takeaway,2023-01-31,2023-01
TXN_5409141,Coffee,10.0,2.0,10.0,Cash,Takeaway,2023-02-02,2023-02
TXN_9952479,Sandwich,4.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-06,2023-12
TXN_7207901,Smoothie,8.0,4.0,8.0,Digital Wallet,In-store,2023-12-11,2023-12
TXN_4321091,Smoothie,8.0,4.0,8.0,Cash,In-store,2023-06-15,2023-06
TXN_2790608,Juice,3.0,3.0,3.0,Cash,In-store,2023-12-18,2023-12
TXN_6231475,Salad,10.0,5.0,10.0,Credit Card,In-store,2023-03-18,2023-03
TXN_2631423,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-07,2023-01
TXN_5649204,Smoothie,4.0,4.0,4.0,Cash,In-store,2023-03-05,2023-03
TXN_2066115,Salad,20.0,5.0,20.0,Credit Card,In-store,2023-08-18,2023-08
TXN_7986904,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-08-11,2023-08
TXN_4633457,Salad,5.0,5.0,5.0,Credit Card,Takeaway,2023-05-21,2023-05
TXN_9368550,Cake,9.0,3.0,9.0,Digital Wallet,Takeaway,2023-09-26,2023-09
TXN_5131404,Sandwich,16.0,4.0,16.0,Credit Card,Takeaway,2023-06-18,2023-06
TXN_6219454,Tea,1.5,1.5,1.5,Cash,In-store,2023-11-14,2023-11
TXN_3478329,Tea,4.5,1.5,4.5,Digital Wallet,In-store,2023-10-29,2023-10
TXN_5571904,Salad,25.0,5.0,25.0,Digital Wallet,Takeaway,2023-08-05,2023-08
TXN_5537621,Juice,12.0,3.0,12.0,Digital Wallet,Takeaway,2023-02-28,2023-02
TXN_8626720,Juice,12.0,3.0,12.0,Cash,Takeaway,2023-06-02,2023-06
TXN_9181129,Sandwich,20.0,4.0,20.0,Digital Wallet,In-store,2023-09-25,2023-09
TXN_2086841,Salad,20.0,5.0,20.0,Credit Card,In-store,2023-03-16,2023-03
TXN_9944141,Juice,15.0,3.0,15.0,Credit Card,Takeaway,2023-07-18,2023-07
TXN_2438638,Cake,6.0,3.0,6.0,Credit Card,Takeaway,2023-08-12,2023-08
TXN_3321395,Tea,1.5,1.5,1.5,Digital Wallet,Takeaway,2023-07-08,2023-07
TXN_7864482,Sandwich,4.0,4.0,4.0,Credit Card,Takeaway,2023-01-28,2023-01
TXN_5125759,Coffee,6.0,2.0,6.0,Digital Wallet,Takeaway,2023-06-15,2023-06
TXN_7321946,Cake,9.0,3.0,9.0,Cash,Takeaway,2023-02-12,2023-02
TXN_4336291,Salad,25.0,5.0,25.0,Cash,In-store,2023-03-25,2023-03
TXN_1084222,Coffee,8.0,2.0,8.0,Digital Wallet,In-store,2023-06-03,2023-06
TXN_8025478,Sandwich,16.0,4.0,16.0,Cash,Takeaway,2023-01-24,2023-01
TXN_7872478,Juice,12.0,3.0,12.0,Credit Card,In-store,2023-04-25,2023-04
TXN_2550923,Cake,6.0,3.0,6.0,Cash,Takeaway,2023-08-26,2023-08
TXN_2682803,Cake,15.0,3.0,15.0,Credit Card,Takeaway,2023-04-09,2023-04
